Date,Year,Month,Month_Number,Quarter,Weekday,Is_Recent_30_Days
15-01-2024,2024,January,1,1,Monday,0
15-02-2024,2024,February,2,1,Thursday,0
13-05-2025,2025,May,5,2,Tuesday,0
29-02-2024,2024,February,2,1,Thursday,0
02-12-2025,2025,December,12,4,Tuesday,0
12-01-2025,2025,January,1,1,Sunday,0
26-05-2025,2025,May,5,2,Monday,0
10-10-2024,2024,October,10,4,Thursday,0
29-03-2024,2024,March,3,1,Friday,0
26-10-2025,2025,October,10,4,Sunday,0
22-12-2025,2025,December,12,4,Monday,0
30-05-2025,2025,May,5,2,Friday,0
11-07-2025,2025,July,7,3,Friday,0
07-09-2025,2025,September,9,3,Sunday,0
08-05-2025,2025,May,5,2,Thursday,0
07-11-2025,2025,November,11,4,Friday,0
29-03-2025,2025,March,3,1,Saturday,0
02-07-2025,2025,July,7,3,Wednesday,0
14-10-2024,2024,October,10,4,Monday,0
30-10-2025,2025,October,10,4,Thursday,0
16-07-2025,2025,July,7,3,Wednesday,0
26-04-2025,2025,April,4,2,Saturday,0
21-12-2025,2025,December,12,4,Sunday,0
06-11-2025,2025,November,11,4,Thursday,0
12-10-2025,2025,October,10,4,Sunday,0
03-09-2024,2024,September,9,3,Tuesday,0
02-04-2025,2025,April,4,2,Wednesday,0
02-03-2025,2025,March,3,1,Sunday,0
10-02-2024,2024,February,2,1,Saturday,0
09-08-2025,2025,August,8,3,Saturday,0
19-05-2024,2024,May,5,2,Sunday,0
12-12-2024,2024,December,12,4,Thursday,0
03-04-2025,2025,April,4,2,Thursday,0
22-08-2024,2024,August,8,3,Thursday,0
18-06-2024,2024,June,6,2,Tuesday,0
29-03-2025,2025,March,3,1,Saturday,0
05-01-2025,2025,January,1,1,Sunday,0
14-06-2025,2025,June,6,2,Saturday,0
11-02-2025,2025,February,2,1,Tuesday,0
27-03-2024,2024,March,3,1,Wednesday,0
20-10-2024,2024,October,10,4,Sunday,0
27-12-2024,2024,December,12,4,Friday,0
21-01-2025,2025,January,1,1,Tuesday,0
10-02-2025,2025,February,2,1,Monday,0
29-10-2024,2024,October,10,4,Tuesday,0
20-03-2024,2024,March,3,1,Wednesday,0
24-03-2025,2025,March,3,1,Monday,0
18-10-2024,2024,October,10,4,Friday,0
28-01-2025,2025,January,1,1,Tuesday,0
09-02-2025,2025,February,2,1,Sunday,0
11-10-2024,2024,October,10,4,Friday,0
16-05-2024,2024,May,5,2,Thursday,0
21-03-2025,2025,March,3,1,Friday,0
12-11-2025,2025,November,11,4,Wednesday,0
09-03-2024,2024,March,3,1,Saturday,0
15-05-2024,2024,May,5,2,Wednesday,0
23-06-2025,2025,June,6,2,Monday,0
29-03-2024,2024,March,3,1,Friday,0
15-12-2024,2024,December,12,4,Sunday,0
06-04-2024,2024,April,4,2,Saturday,0
29-12-2024,2024,December,12,4,Sunday,0
13-04-2024,2024,April,4,2,Saturday,0
19-11-2024,2024,November,11,4,Tuesday,0
06-05-2024,2024,May,5,2,Monday,0
14-02-2025,2025,February,2,1,Friday,0
02-07-2025,2025,July,7,3,Wednesday,0
27-10-2024,2024,October,10,4,Sunday,0
05-06-2025,2025,June,6,2,Thursday,0
09-05-2025,2025,May,5,2,Friday,0
26-07-2025,2025,July,7,3,Saturday,0
30-04-2024,2024,April,4,2,Tuesday,0
05-06-2024,2024,June,6,2,Wednesday,0
20-12-2024,2024,December,12,4,Friday,0
23-06-2025,2025,June,6,2,Monday,0
16-11-2024,2024,November,11,4,Saturday,0
23-10-2025,2025,October,10,4,Thursday,0
18-04-2024,2024,April,4,2,Thursday,0
22-07-2025,2025,July,7,3,Tuesday,0
21-09-2025,2025,September,9,3,Sunday,0
21-12-2025,2025,December,12,4,Sunday,0
11-07-2024,2024,July,7,3,Thursday,0
15-03-2024,2024,March,3,1,Friday,0
05-06-2025,2025,June,6,2,Thursday,0
26-04-2024,2024,April,4,2,Friday,0
20-12-2025,2025,December,12,4,Saturday,0
24-02-2024,2024,February,2,1,Saturday,0
06-12-2025,2025,December,12,4,Saturday,0
01-12-2024,2024,December,12,4,Sunday,0
19-05-2025,2025,May,5,2,Monday,0
15-09-2024,2024,September,9,3,Sunday,0
05-05-2025,2025,May,5,2,Monday,0
14-04-2024,2024,April,4,2,Sunday,0
09-09-2025,2025,September,9,3,Tuesday,0
24-12-2024,2024,December,12,4,Tuesday,0
25-07-2025,2025,July,7,3,Friday,0
30-01-2024,2024,January,1,1,Tuesday,0
10-12-2024,2024,December,12,4,Tuesday,0
04-11-2024,2024,November,11,4,Monday,0
22-09-2025,2025,September,9,3,Monday,0
13-09-2024,2024,September,9,3,Friday,0
04-02-2024,2024,February,2,1,Sunday,0
25-07-2024,2024,July,7,3,Thursday,0
06-02-2024,2024,February,2,1,Tuesday,0
02-08-2025,2025,August,8,3,Saturday,0
19-03-2025,2025,March,3,1,Wednesday,0
24-07-2024,2024,July,7,3,Wednesday,0
29-04-2024,2024,April,4,2,Monday,0
05-07-2024,2024,July,7,3,Friday,0
20-04-2025,2025,April,4,2,Sunday,0
30-10-2025,2025,October,10,4,Thursday,0
09-05-2024,2024,May,5,2,Thursday,0
23-12-2024,2024,December,12,4,Monday,0
19-06-2025,2025,June,6,2,Thursday,0
22-07-2024,2024,July,7,3,Monday,0
13-01-2025,2025,January,1,1,Monday,0
25-05-2024,2024,May,5,2,Saturday,0
24-05-2025,2025,May,5,2,Saturday,0
21-12-2024,2024,December,12,4,Saturday,0
14-03-2024,2024,March,3,1,Thursday,0
30-12-2025,2025,December,12,4,Tuesday,0
01-12-2025,2025,December,12,4,Monday,0
07-10-2025,2025,October,10,4,Tuesday,0
01-07-2025,2025,July,7,3,Tuesday,0
25-06-2024,2024,June,6,2,Tuesday,0
02-06-2024,2024,June,6,2,Sunday,0
13-09-2024,2024,September,9,3,Friday,0
12-09-2024,2024,September,9,3,Thursday,0
24-07-2025,2025,July,7,3,Thursday,0
21-09-2024,2024,September,9,3,Saturday,0
22-05-2024,2024,May,5,2,Wednesday,0
18-01-2024,2024,January,1,1,Thursday,0
04-03-2024,2024,March,3,1,Monday,0
13-03-2025,2025,March,3,1,Thursday,0
24-03-2025,2025,March,3,1,Monday,0
28-12-2025,2025,December,12,4,Sunday,0
02-04-2025,2025,April,4,2,Wednesday,0
15-06-2025,2025,June,6,2,Sunday,0
28-02-2025,2025,February,2,1,Friday,0
05-12-2025,2025,December,12,4,Friday,0
23-05-2025,2025,May,5,2,Friday,0
01-10-2024,2024,October,10,4,Tuesday,0
19-03-2025,2025,March,3,1,Wednesday,0
13-11-2024,2024,November,11,4,Wednesday,0
03-04-2025,2025,April,4,2,Thursday,0
15-07-2025,2025,July,7,3,Tuesday,0
14-03-2025,2025,March,3,1,Friday,0
26-10-2025,2025,October,10,4,Sunday,0
19-06-2024,2024,June,6,2,Wednesday,0
15-05-2025,2025,May,5,2,Thursday,0
19-05-2024,2024,May,5,2,Sunday,0
08-09-2024,2024,September,9,3,Sunday,0
27-03-2024,2024,March,3,1,Wednesday,0
11-11-2025,2025,November,11,4,Tuesday,0
06-01-2025,2025,January,1,1,Monday,0
21-03-2024,2024,March,3,1,Thursday,0
28-06-2024,2024,June,6,2,Friday,0
18-03-2025,2025,March,3,1,Tuesday,0
29-11-2025,2025,November,11,4,Saturday,0
30-05-2024,2024,May,5,2,Thursday,0
17-12-2025,2025,December,12,4,Wednesday,0
22-09-2024,2024,September,9,3,Sunday,0
24-02-2024,2024,February,2,1,Saturday,0
19-02-2025,2025,February,2,1,Wednesday,0
15-08-2025,2025,August,8,3,Friday,0
23-04-2024,2024,April,4,2,Tuesday,0
06-05-2024,2024,May,5,2,Monday,0
19-06-2025,2025,June,6,2,Thursday,0
23-07-2024,2024,July,7,3,Tuesday,0
15-07-2024,2024,July,7,3,Monday,0
09-03-2024,2024,March,3,1,Saturday,0
30-09-2024,2024,September,9,3,Monday,0
01-03-2025,2025,March,3,1,Saturday,0
18-11-2025,2025,November,11,4,Tuesday,0
11-10-2025,2025,October,10,4,Saturday,0
11-06-2024,2024,June,6,2,Tuesday,0
26-11-2024,2024,November,11,4,Tuesday,0
16-09-2025,2025,September,9,3,Tuesday,0
19-07-2025,2025,July,7,3,Saturday,0
22-02-2025,2025,February,2,1,Saturday,0
13-04-2024,2024,April,4,2,Saturday,0
07-09-2025,2025,September,9,3,Sunday,0
30-07-2024,2024,July,7,3,Tuesday,0
27-05-2025,2025,May,5,2,Tuesday,0
09-01-2024,2024,January,1,1,Tuesday,0
23-09-2025,2025,September,9,3,Tuesday,0
29-07-2024,2024,July,7,3,Monday,0
03-12-2025,2025,December,12,4,Wednesday,0
09-01-2024,2024,January,1,1,Tuesday,0
07-05-2024,2024,May,5,2,Tuesday,0
26-11-2024,2024,November,11,4,Tuesday,0
05-02-2024,2024,February,2,1,Monday,0
10-02-2025,2025,February,2,1,Monday,0
16-06-2025,2025,June,6,2,Monday,0
02-05-2025,2025,May,5,2,Friday,0
03-02-2024,2024,February,2,1,Saturday,0
24-10-2025,2025,October,10,4,Friday,0
02-01-2025,2025,January,1,1,Thursday,0
09-01-2024,2024,January,1,1,Tuesday,0
08-04-2024,2024,April,4,2,Monday,0
13-07-2024,2024,July,7,3,Saturday,0
04-04-2025,2025,April,4,2,Friday,0
02-06-2025,2025,June,6,2,Monday,0
20-02-2024,2024,February,2,1,Tuesday,0
26-07-2025,2025,July,7,3,Saturday,0
08-12-2025,2025,December,12,4,Monday,0
05-10-2024,2024,October,10,4,Saturday,0
24-08-2024,2024,August,8,3,Saturday,0
16-12-2025,2025,December,12,4,Tuesday,0
01-11-2024,2024,November,11,4,Friday,0
12-04-2024,2024,April,4,2,Friday,0
11-02-2024,2024,February,2,1,Sunday,0
09-04-2025,2025,April,4,2,Wednesday,0
11-10-2024,2024,October,10,4,Friday,0
26-01-2024,2024,January,1,1,Friday,0
13-11-2025,2025,November,11,4,Thursday,0
18-10-2025,2025,October,10,4,Saturday,0
08-12-2024,2024,December,12,4,Sunday,0
31-10-2025,2025,October,10,4,Friday,0
03-08-2024,2024,August,8,3,Saturday,0
11-05-2024,2024,May,5,2,Saturday,0
09-12-2025,2025,December,12,4,Tuesday,0
18-10-2025,2025,October,10,4,Saturday,0
25-03-2024,2024,March,3,1,Monday,0
27-07-2025,2025,July,7,3,Sunday,0
30-11-2025,2025,November,11,4,Sunday,0
15-02-2025,2025,February,2,1,Saturday,0
02-08-2024,2024,August,8,3,Friday,0
06-05-2024,2024,May,5,2,Monday,0
04-09-2025,2025,September,9,3,Thursday,0
14-03-2025,2025,March,3,1,Friday,0
10-07-2025,2025,July,7,3,Thursday,0
04-03-2024,2024,March,3,1,Monday,0
23-10-2024,2024,October,10,4,Wednesday,0
07-12-2024,2024,December,12,4,Saturday,0
28-02-2025,2025,February,2,1,Friday,0
05-09-2024,2024,September,9,3,Thursday,0
01-10-2024,2024,October,10,4,Tuesday,0
18-10-2025,2025,October,10,4,Saturday,0
12-11-2025,2025,November,11,4,Wednesday,0
05-04-2024,2024,April,4,2,Friday,0
09-04-2024,2024,April,4,2,Tuesday,0
19-08-2025,2025,August,8,3,Tuesday,0
16-05-2025,2025,May,5,2,Friday,0
10-09-2024,2024,September,9,3,Tuesday,0
08-01-2024,2024,January,1,1,Monday,0
09-06-2024,2024,June,6,2,Sunday,0
13-11-2025,2025,November,11,4,Thursday,0
28-06-2025,2025,June,6,2,Saturday,0
09-08-2025,2025,August,8,3,Saturday,0
20-02-2025,2025,February,2,1,Thursday,0
26-12-2025,2025,December,12,4,Friday,0
23-02-2025,2025,February,2,1,Sunday,0
30-06-2025,2025,June,6,2,Monday,0
24-04-2024,2024,April,4,2,Wednesday,0
22-02-2024,2024,February,2,1,Thursday,0
13-03-2025,2025,March,3,1,Thursday,0
23-03-2024,2024,March,3,1,Saturday,0
13-03-2024,2024,March,3,1,Wednesday,0
17-02-2025,2025,February,2,1,Monday,0
24-05-2025,2025,May,5,2,Saturday,0
26-03-2024,2024,March,3,1,Tuesday,0
26-08-2025,2025,August,8,3,Tuesday,0
18-10-2025,2025,October,10,4,Saturday,0
27-08-2024,2024,August,8,3,Tuesday,0
31-08-2024,2024,August,8,3,Saturday,0
08-05-2024,2024,May,5,2,Wednesday,0
26-11-2024,2024,November,11,4,Tuesday,0
05-06-2025,2025,June,6,2,Thursday,0
17-09-2025,2025,September,9,3,Wednesday,0
26-03-2025,2025,March,3,1,Wednesday,0
11-03-2025,2025,March,3,1,Tuesday,0
02-12-2025,2025,December,12,4,Tuesday,0
13-01-2025,2025,January,1,1,Monday,0
12-11-2024,2024,November,11,4,Tuesday,0
02-09-2025,2025,September,9,3,Tuesday,0
25-03-2025,2025,March,3,1,Tuesday,0
30-08-2024,2024,August,8,3,Friday,0
18-08-2024,2024,August,8,3,Sunday,0
18-09-2024,2024,September,9,3,Wednesday,0
23-07-2025,2025,July,7,3,Wednesday,0
25-06-2025,2025,June,6,2,Wednesday,0
27-01-2024,2024,January,1,1,Saturday,0
03-10-2024,2024,October,10,4,Thursday,0
09-01-2025,2025,January,1,1,Thursday,0
14-06-2025,2025,June,6,2,Saturday,0
04-05-2025,2025,May,5,2,Sunday,0
11-02-2024,2024,February,2,1,Sunday,0
18-05-2024,2024,May,5,2,Saturday,0
29-12-2024,2024,December,12,4,Sunday,0
16-11-2025,2025,November,11,4,Sunday,0
27-04-2024,2024,April,4,2,Saturday,0
21-09-2024,2024,September,9,3,Saturday,0
09-06-2025,2025,June,6,2,Monday,0
19-12-2025,2025,December,12,4,Friday,0
14-02-2024,2024,February,2,1,Wednesday,0
22-06-2024,2024,June,6,2,Saturday,0
23-02-2024,2024,February,2,1,Friday,0
05-01-2025,2025,January,1,1,Sunday,0
25-11-2025,2025,November,11,4,Tuesday,0
05-07-2024,2024,July,7,3,Friday,0
17-09-2024,2024,September,9,3,Tuesday,0
15-05-2024,2024,May,5,2,Wednesday,0
17-12-2025,2025,December,12,4,Wednesday,0
10-07-2024,2024,July,7,3,Wednesday,0
02-02-2024,2024,February,2,1,Friday,0
28-03-2024,2024,March,3,1,Thursday,0
20-07-2024,2024,July,7,3,Saturday,0
30-09-2025,2025,September,9,3,Tuesday,0
21-10-2025,2025,October,10,4,Tuesday,0
11-08-2024,2024,August,8,3,Sunday,0
03-11-2025,2025,November,11,4,Monday,0
06-10-2025,2025,October,10,4,Monday,0
22-08-2024,2024,August,8,3,Thursday,0
06-10-2024,2024,October,10,4,Sunday,0
23-03-2024,2024,March,3,1,Saturday,0
19-05-2024,2024,May,5,2,Sunday,0
23-08-2025,2025,August,8,3,Saturday,0
08-03-2024,2024,March,3,1,Friday,0
14-08-2024,2024,August,8,3,Wednesday,0
12-04-2024,2024,April,4,2,Friday,0
03-11-2025,2025,November,11,4,Monday,0
29-07-2025,2025,July,7,3,Tuesday,0
27-07-2025,2025,July,7,3,Sunday,0
29-11-2025,2025,November,11,4,Saturday,0
29-11-2025,2025,November,11,4,Saturday,0
17-05-2025,2025,May,5,2,Saturday,0
21-11-2024,2024,November,11,4,Thursday,0
24-04-2025,2025,April,4,2,Thursday,0
01-02-2025,2025,February,2,1,Saturday,0
27-12-2024,2024,December,12,4,Friday,0
27-11-2025,2025,November,11,4,Thursday,0
24-01-2024,2024,January,1,1,Wednesday,0
25-01-2025,2025,January,1,1,Saturday,0
17-08-2024,2024,August,8,3,Saturday,0
07-01-2025,2025,January,1,1,Tuesday,0
04-06-2025,2025,June,6,2,Wednesday,0
15-09-2025,2025,September,9,3,Monday,0
20-04-2024,2024,April,4,2,Saturday,0
23-02-2024,2024,February,2,1,Friday,0
03-12-2024,2024,December,12,4,Tuesday,0
30-06-2024,2024,June,6,2,Sunday,0
06-08-2025,2025,August,8,3,Wednesday,0
22-10-2025,2025,October,10,4,Wednesday,0
29-10-2025,2025,October,10,4,Wednesday,0
29-05-2025,2025,May,5,2,Thursday,0
24-08-2024,2024,August,8,3,Saturday,0
26-06-2025,2025,June,6,2,Thursday,0
21-02-2024,2024,February,2,1,Wednesday,0
01-01-2025,2025,January,1,1,Wednesday,0
10-02-2024,2024,February,2,1,Saturday,0
01-06-2024,2024,June,6,2,Saturday,0
28-10-2025,2025,October,10,4,Tuesday,0
06-11-2024,2024,November,11,4,Wednesday,0
27-06-2025,2025,June,6,2,Friday,0
01-03-2024,2024,March,3,1,Friday,0
16-05-2025,2025,May,5,2,Friday,0
25-10-2025,2025,October,10,4,Saturday,0
31-10-2025,2025,October,10,4,Friday,0
14-11-2024,2024,November,11,4,Thursday,0
29-10-2025,2025,October,10,4,Wednesday,0
03-09-2024,2024,September,9,3,Tuesday,0
20-04-2025,2025,April,4,2,Sunday,0
03-05-2025,2025,May,5,2,Saturday,0
01-07-2024,2024,July,7,3,Monday,0
18-08-2025,2025,August,8,3,Monday,0
26-08-2025,2025,August,8,3,Tuesday,0
18-10-2025,2025,October,10,4,Saturday,0
25-10-2024,2024,October,10,4,Friday,0
15-10-2025,2025,October,10,4,Wednesday,0
23-11-2025,2025,November,11,4,Sunday,0
21-02-2025,2025,February,2,1,Friday,0
27-07-2025,2025,July,7,3,Sunday,0
19-07-2025,2025,July,7,3,Saturday,0
05-04-2025,2025,April,4,2,Saturday,0
10-03-2024,2024,March,3,1,Sunday,0
23-01-2024,2024,January,1,1,Tuesday,0
16-07-2025,2025,July,7,3,Wednesday,0
22-09-2025,2025,September,9,3,Monday,0
21-04-2025,2025,April,4,2,Monday,0
14-09-2024,2024,September,9,3,Saturday,0
01-10-2024,2024,October,10,4,Tuesday,0
04-01-2024,2024,January,1,1,Thursday,0
21-06-2024,2024,June,6,2,Friday,0
07-03-2024,2024,March,3,1,Thursday,0
13-02-2025,2025,February,2,1,Thursday,0
01-12-2024,2024,December,12,4,Sunday,0
28-03-2024,2024,March,3,1,Thursday,0
19-11-2025,2025,November,11,4,Wednesday,0
31-10-2025,2025,October,10,4,Friday,0
30-12-2024,2024,December,12,4,Monday,0
10-07-2024,2024,July,7,3,Wednesday,0
06-05-2024,2024,May,5,2,Monday,0
02-08-2024,2024,August,8,3,Friday,0
18-10-2024,2024,October,10,4,Friday,0
04-11-2025,2025,November,11,4,Tuesday,0
28-04-2025,2025,April,4,2,Monday,0
18-03-2024,2024,March,3,1,Monday,0
02-04-2025,2025,April,4,2,Wednesday,0
21-10-2024,2024,October,10,4,Monday,0
28-03-2024,2024,March,3,1,Thursday,0
03-07-2025,2025,July,7,3,Thursday,0
24-10-2025,2025,October,10,4,Friday,0
19-08-2025,2025,August,8,3,Tuesday,0
30-11-2024,2024,November,11,4,Saturday,0
19-11-2024,2024,November,11,4,Tuesday,0
21-12-2025,2025,December,12,4,Sunday,0
28-06-2025,2025,June,6,2,Saturday,0
04-05-2025,2025,May,5,2,Sunday,0
09-10-2024,2024,October,10,4,Wednesday,0
21-01-2024,2024,January,1,1,Sunday,0
05-02-2024,2024,February,2,1,Monday,0
24-07-2024,2024,July,7,3,Wednesday,0
12-12-2024,2024,December,12,4,Thursday,0
01-01-2024,2024,January,1,1,Monday,0
03-06-2024,2024,June,6,2,Monday,0
18-11-2025,2025,November,11,4,Tuesday,0
10-01-2024,2024,January,1,1,Wednesday,0
25-11-2025,2025,November,11,4,Tuesday,0
29-06-2025,2025,June,6,2,Sunday,0
20-11-2025,2025,November,11,4,Thursday,0
18-02-2024,2024,February,2,1,Sunday,0
27-07-2024,2024,July,7,3,Saturday,0
24-11-2025,2025,November,11,4,Monday,0
03-06-2025,2025,June,6,2,Tuesday,0
13-09-2024,2024,September,9,3,Friday,0
18-02-2025,2025,February,2,1,Tuesday,0
09-01-2025,2025,January,1,1,Thursday,0
04-01-2024,2024,January,1,1,Thursday,0
28-12-2025,2025,December,12,4,Sunday,0
08-02-2024,2024,February,2,1,Thursday,0
03-02-2025,2025,February,2,1,Monday,0
28-04-2025,2025,April,4,2,Monday,0
11-10-2025,2025,October,10,4,Saturday,0
09-06-2024,2024,June,6,2,Sunday,0
07-07-2025,2025,July,7,3,Monday,0
11-07-2024,2024,July,7,3,Thursday,0
03-02-2025,2025,February,2,1,Monday,0
14-10-2025,2025,October,10,4,Tuesday,0
06-11-2024,2024,November,11,4,Wednesday,0
15-04-2025,2025,April,4,2,Tuesday,0
05-05-2025,2025,May,5,2,Monday,0
17-10-2024,2024,October,10,4,Thursday,0
04-06-2024,2024,June,6,2,Tuesday,0
02-11-2025,2025,November,11,4,Sunday,0
30-08-2024,2024,August,8,3,Friday,0
20-11-2025,2025,November,11,4,Thursday,0
17-07-2025,2025,July,7,3,Thursday,0
25-06-2025,2025,June,6,2,Wednesday,0
05-01-2025,2025,January,1,1,Sunday,0
04-02-2025,2025,February,2,1,Tuesday,0
24-05-2024,2024,May,5,2,Friday,0
30-11-2024,2024,November,11,4,Saturday,0
18-10-2025,2025,October,10,4,Saturday,0
08-07-2024,2024,July,7,3,Monday,0
25-05-2025,2025,May,5,2,Sunday,0
20-04-2024,2024,April,4,2,Saturday,0
01-09-2024,2024,September,9,3,Sunday,0
09-12-2024,2024,December,12,4,Monday,0
31-08-2025,2025,August,8,3,Sunday,0
08-12-2025,2025,December,12,4,Monday,0
27-12-2024,2024,December,12,4,Friday,0
04-01-2024,2024,January,1,1,Thursday,0
04-11-2024,2024,November,11,4,Monday,0
01-02-2025,2025,February,2,1,Saturday,0
29-04-2025,2025,April,4,2,Tuesday,0
29-12-2025,2025,December,12,4,Monday,0
03-03-2024,2024,March,3,1,Sunday,0
10-04-2024,2024,April,4,2,Wednesday,0
06-12-2024,2024,December,12,4,Friday,0
14-05-2024,2024,May,5,2,Tuesday,0
18-07-2025,2025,July,7,3,Friday,0
27-03-2024,2024,March,3,1,Wednesday,0
21-09-2024,2024,September,9,3,Saturday,0
17-06-2024,2024,June,6,2,Monday,0
29-07-2025,2025,July,7,3,Tuesday,0
17-01-2025,2025,January,1,1,Friday,0
08-05-2025,2025,May,5,2,Thursday,0
10-02-2024,2024,February,2,1,Saturday,0
28-03-2025,2025,March,3,1,Friday,0
15-08-2024,2024,August,8,3,Thursday,0
20-06-2025,2025,June,6,2,Friday,0
02-02-2024,2024,February,2,1,Friday,0
05-11-2024,2024,November,11,4,Tuesday,0
21-06-2024,2024,June,6,2,Friday,0
13-08-2024,2024,August,8,3,Tuesday,0
24-01-2025,2025,January,1,1,Friday,0
31-05-2024,2024,May,5,2,Friday,0
16-12-2025,2025,December,12,4,Tuesday,0
14-12-2025,2025,December,12,4,Sunday,0
27-02-2025,2025,February,2,1,Thursday,0
27-09-2025,2025,September,9,3,Saturday,0
10-11-2024,2024,November,11,4,Sunday,0
11-07-2024,2024,July,7,3,Thursday,0
24-01-2025,2025,January,1,1,Friday,0
26-08-2025,2025,August,8,3,Tuesday,0
25-04-2024,2024,April,4,2,Thursday,0
20-05-2024,2024,May,5,2,Monday,0
11-01-2025,2025,January,1,1,Saturday,0
21-05-2025,2025,May,5,2,Wednesday,0
19-04-2025,2025,April,4,2,Saturday,0
23-01-2024,2024,January,1,1,Tuesday,0
14-02-2025,2025,February,2,1,Friday,0
24-08-2024,2024,August,8,3,Saturday,0
30-01-2025,2025,January,1,1,Thursday,0
23-12-2024,2024,December,12,4,Monday,0
12-06-2024,2024,June,6,2,Wednesday,0
23-10-2025,2025,October,10,4,Thursday,0
10-12-2025,2025,December,12,4,Wednesday,0
17-02-2024,2024,February,2,1,Saturday,0
22-10-2024,2024,October,10,4,Tuesday,0
21-09-2024,2024,September,9,3,Saturday,0
14-09-2024,2024,September,9,3,Saturday,0
08-10-2024,2024,October,10,4,Tuesday,0
24-01-2024,2024,January,1,1,Wednesday,0
14-01-2024,2024,January,1,1,Sunday,0
09-04-2025,2025,April,4,2,Wednesday,0
11-04-2025,2025,April,4,2,Friday,0
11-02-2024,2024,February,2,1,Sunday,0
24-07-2025,2025,July,7,3,Thursday,0
25-08-2025,2025,August,8,3,Monday,0
24-02-2024,2024,February,2,1,Saturday,0
21-04-2025,2025,April,4,2,Monday,0
18-01-2025,2025,January,1,1,Saturday,0
28-12-2024,2024,December,12,4,Saturday,0
22-10-2024,2024,October,10,4,Tuesday,0
05-05-2024,2024,May,5,2,Sunday,0
11-08-2024,2024,August,8,3,Sunday,0
06-09-2024,2024,September,9,3,Friday,0
29-03-2024,2024,March,3,1,Friday,0
27-02-2025,2025,February,2,1,Thursday,0
29-06-2025,2025,June,6,2,Sunday,0
30-10-2025,2025,October,10,4,Thursday,0
27-05-2024,2024,May,5,2,Monday,0
04-10-2025,2025,October,10,4,Saturday,0
23-04-2025,2025,April,4,2,Wednesday,0
16-12-2025,2025,December,12,4,Tuesday,0
29-05-2025,2025,May,5,2,Thursday,0
09-07-2024,2024,July,7,3,Tuesday,0
18-02-2025,2025,February,2,1,Tuesday,0
06-09-2024,2024,September,9,3,Friday,0
30-04-2025,2025,April,4,2,Wednesday,0
06-04-2024,2024,April,4,2,Saturday,0
29-01-2024,2024,January,1,1,Monday,0
06-03-2024,2024,March,3,1,Wednesday,0
01-02-2025,2025,February,2,1,Saturday,0
12-12-2025,2025,December,12,4,Friday,0
01-05-2024,2024,May,5,2,Wednesday,0
31-05-2025,2025,May,5,2,Saturday,0
13-09-2025,2025,September,9,3,Saturday,0
10-10-2025,2025,October,10,4,Friday,0
27-08-2024,2024,August,8,3,Tuesday,0
08-09-2025,2025,September,9,3,Monday,0
01-09-2024,2024,September,9,3,Sunday,0
27-06-2025,2025,June,6,2,Friday,0
25-02-2024,2024,February,2,1,Sunday,0
24-01-2024,2024,January,1,1,Wednesday,0
09-04-2024,2024,April,4,2,Tuesday,0
10-01-2024,2024,January,1,1,Wednesday,0
07-05-2025,2025,May,5,2,Wednesday,0
23-07-2025,2025,July,7,3,Wednesday,0
15-09-2024,2024,September,9,3,Sunday,0
16-03-2025,2025,March,3,1,Sunday,0
11-12-2025,2025,December,12,4,Thursday,0
02-11-2025,2025,November,11,4,Sunday,0
19-11-2025,2025,November,11,4,Wednesday,0
26-01-2025,2025,January,1,1,Sunday,0
03-01-2025,2025,January,1,1,Friday,0
03-03-2024,2024,March,3,1,Sunday,0
20-11-2024,2024,November,11,4,Wednesday,0
07-09-2025,2025,September,9,3,Sunday,0
23-11-2025,2025,November,11,4,Sunday,0
21-09-2024,2024,September,9,3,Saturday,0
31-08-2025,2025,August,8,3,Sunday,0
09-02-2024,2024,February,2,1,Friday,0
15-02-2024,2024,February,2,1,Thursday,0
01-03-2025,2025,March,3,1,Saturday,0
05-12-2025,2025,December,12,4,Friday,0
14-08-2025,2025,August,8,3,Thursday,0
26-02-2025,2025,February,2,1,Wednesday,0
20-04-2025,2025,April,4,2,Sunday,0
08-09-2025,2025,September,9,3,Monday,0
18-10-2024,2024,October,10,4,Friday,0
26-01-2025,2025,January,1,1,Sunday,0
14-07-2025,2025,July,7,3,Monday,0
14-05-2024,2024,May,5,2,Tuesday,0
23-02-2025,2025,February,2,1,Sunday,0
20-02-2025,2025,February,2,1,Thursday,0
01-11-2024,2024,November,11,4,Friday,0
25-04-2025,2025,April,4,2,Friday,0
25-05-2025,2025,May,5,2,Sunday,0
07-01-2024,2024,January,1,1,Sunday,0
16-11-2025,2025,November,11,4,Sunday,0
13-02-2024,2024,February,2,1,Tuesday,0
16-11-2024,2024,November,11,4,Saturday,0
15-07-2025,2025,July,7,3,Tuesday,0
30-05-2025,2025,May,5,2,Friday,0
16-01-2025,2025,January,1,1,Thursday,0
10-03-2024,2024,March,3,1,Sunday,0
07-07-2024,2024,July,7,3,Sunday,0
11-05-2024,2024,May,5,2,Saturday,0
19-04-2024,2024,April,4,2,Friday,0
18-04-2025,2025,April,4,2,Friday,0
29-10-2024,2024,October,10,4,Tuesday,0
24-05-2025,2025,May,5,2,Saturday,0
03-05-2025,2025,May,5,2,Saturday,0
16-04-2024,2024,April,4,2,Tuesday,0
