Handle,Bio_Text,Category_ID,Follower_Count,Following_Count,Engagement_Rate,Engagement,Profile_Pic_URL
@eat_n4urkj,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,37869,3955,4.2,1590,https://cdn.foodieworld.com/users/food_19844/avatar.jpg
@fit_5ysakn,Yoga instructor | Mindful movement | Online classes available,CAT003,260612,793,7.11,18529,https://cdn.fitfluencer.com/profiles/fitness_19845.jpg
@vogue_pqscc,Sustainable fashion advocate | Thrifted & curated looks,CAT002,996508,1958,18.82,187542,https://instagram.fcdn.com/fashion_19846/profile.jpg
@data_37uob,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,2508806,976,9.16,229806,https://pbs.twimg.com/profile_images/tech_19847/photo.jpg
@cloud_1dse,Data scientist | ML researcher | Turning data into decisions,CAT001,2075437,755,6.34,131582,https://pbs.twimg.com/profile_images/tech_19848/photo.jpg
@wander_7lf,Solo female traveler | Safety tips & inspiring journeys,CAT004,114778,638,12.14,13934,https://static.wanderlust.io/profiles/travel_19849.jpg
@lift_ksij0,Yoga instructor | Mindful movement | Online classes available,CAT003,399499,546,13.35,53333,https://cdn.fitfluencer.com/profiles/fitness_19850.jpg
@code_87ac,Full-stack developer | React & Node.js | Building scalable products,CAT001,3451688,1913,7.07,244034,https://pbs.twimg.com/profile_images/tech_19851/photo.jpg
@style_q1x9l,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,435418,1605,12.82,55820,https://instagram.fcdn.com/fashion_19852/profile.jpg
@cloud_s5q,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1390884,1811,8.09,112522,https://pbs.twimg.com/profile_images/tech_19853/photo.jpg
@tech_6grbwa,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1225791,1004,3.58,43883,https://pbs.twimg.com/profile_images/tech_19854/photo.jpg
@gains_xwzkgu,"Wellness coach | Holistic health | Mind, body & soul",CAT003,202264,1703,10.49,21217,https://cdn.fitfluencer.com/profiles/fitness_19855.jpg
@dev_d5k,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,953526,243,6.36,60644,https://pbs.twimg.com/profile_images/tech_19856/photo.jpg
@tech_cin1xp,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,3696149,2386,5.09,188133,https://pbs.twimg.com/profile_images/tech_19857/photo.jpg
@cloud_oara,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,642791,804,7.88,50651,https://pbs.twimg.com/profile_images/tech_19858/photo.jpg
@vogue_ers2,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,322405,3058,12.7,40945,https://instagram.fcdn.com/fashion_19859/profile.jpg
@globe_on4qvk,Solo female traveler | Safety tips & inspiring journeys,CAT004,404171,315,13.24,53512,https://static.wanderlust.io/profiles/travel_19860.jpg
@wander_61b2v,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,181299,2954,15.26,27666,https://static.wanderlust.io/profiles/travel_19861.jpg
@tech_hk3si8,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,605525,1697,8.26,50016,https://pbs.twimg.com/profile_images/tech_19862/photo.jpg
@explore_9wzffa,Backpacker on a budget | Hostels & local food lover,CAT004,338464,1374,8.11,27449,https://static.wanderlust.io/profiles/travel_19863.jpg
@style_k2t8,Model & content creator | Haute couture to everyday glam,CAT002,257917,1433,13.05,33658,https://instagram.fcdn.com/fashion_19864/profile.jpg
@grind_g3wlbj,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,807741,492,13.19,106541,https://cdn.fitfluencer.com/profiles/fitness_19865.jpg
@voyage_7f64u,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,219656,663,12.41,27259,https://static.wanderlust.io/profiles/travel_19866.jpg
@vogue_1gl4b,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,134134,552,15.35,20589,https://instagram.fcdn.com/fashion_19867/profile.jpg
@dev_zvb,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,2828085,1980,3.12,88236,https://pbs.twimg.com/profile_images/tech_19868/photo.jpg
@eat_ws8iio,Pastry chef | Baking tutorials | Dessert lover,CAT005,83762,2954,6.04,5059,https://cdn.foodieworld.com/users/food_19869/avatar.jpg
@build_19hb,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,816932,7708,3.67,29981,https://pbs.twimg.com/profile_images/tech_19870/photo.jpg
@chic_t470,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,1119506,2260,12.03,134676,https://instagram.fcdn.com/fashion_19871/profile.jpg
@cook_xgde,Healthy meal prep guru | Clean eating made easy,CAT005,77302,830,7.64,5905,https://cdn.foodieworld.com/users/food_19872/avatar.jpg
@foodie_mm3g5c,Pastry chef | Baking tutorials | Dessert lover,CAT005,169087,1302,7.89,13340,https://cdn.foodieworld.com/users/food_19873/avatar.jpg
@gym_tlj,Certified personal trainer | Helping you crush your fitness goals,CAT003,281266,1288,8.26,23232,https://cdn.fitfluencer.com/profiles/fitness_19874.jpg
@chic_2eqa,Personal stylist | Helping you dress your best every day,CAT002,1724031,338,17.75,306015,https://instagram.fcdn.com/fashion_19875/profile.jpg
@chic_sbx6,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,613763,530,8.68,53274,https://instagram.fcdn.com/fashion_19876/profile.jpg
@build_yrm5m,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,708277,2149,6.24,44196,https://pbs.twimg.com/profile_images/tech_19877/photo.jpg
@wander_2lkl3v,Backpacker on a budget | Hostels & local food lover,CAT004,122085,947,14.45,17641,https://static.wanderlust.io/profiles/travel_19878.jpg
@wander_6f1,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,201660,1862,16.42,33112,https://static.wanderlust.io/profiles/travel_19879.jpg
@sweat_hp0,Yoga instructor | Mindful movement | Online classes available,CAT003,187693,888,9.39,17624,https://cdn.fitfluencer.com/profiles/fitness_19880.jpg
@dev_udi2l,Data scientist | ML researcher | Turning data into decisions,CAT001,645662,1034,10.24,66115,https://pbs.twimg.com/profile_images/tech_19881/photo.jpg
@gains_b1h9tx,Marathon runner | Endurance training tips | Race day advice,CAT003,80134,1889,13.31,10665,https://cdn.fitfluencer.com/profiles/fitness_19882.jpg
@code_gwi8uz,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1513119,1891,3.22,48722,https://pbs.twimg.com/profile_images/tech_19883/photo.jpg
@data_789yr,Full-stack developer | React & Node.js | Building scalable products,CAT001,500000,510,10.92,54600,https://pbs.twimg.com/profile_images/tech_19884/photo.jpg
@dev_11w0,Data scientist | ML researcher | Turning data into decisions,CAT001,534668,1055,7.12,38068,https://pbs.twimg.com/profile_images/tech_19885/photo.jpg
@dev_g3fsa,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,2091455,3034,11.01,230269,https://pbs.twimg.com/profile_images/tech_19886/photo.jpg
@globe_se7n1n,Backpacker on a budget | Hostels & local food lover,CAT004,123467,1062,15.96,19705,https://static.wanderlust.io/profiles/travel_19887.jpg
@glam_u2akaf,Personal stylist | Helping you dress your best every day,CAT002,293507,2070,14.74,43262,https://instagram.fcdn.com/fashion_19888/profile.jpg
@data_vk110t,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1307021,1887,8.84,115540,https://pbs.twimg.com/profile_images/tech_19889/photo.jpg
@ai_s2qwsn,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,1645492,5377,11.1,182649,https://pbs.twimg.com/profile_images/tech_19890/photo.jpg
@sweat_rkikw,"Wellness coach | Holistic health | Mind, body & soul",CAT003,175247,1974,14.34,25130,https://cdn.fitfluencer.com/profiles/fitness_19891.jpg
@foodie_87ctfl,Healthy meal prep guru | Clean eating made easy,CAT005,85464,4608,6.41,5478,https://cdn.foodieworld.com/users/food_19892/avatar.jpg
@grind_nesy,Marathon runner | Endurance training tips | Race day advice,CAT003,646553,1793,10.27,66400,https://cdn.fitfluencer.com/profiles/fitness_19893.jpg
@trend_2vjh6,Sustainable fashion advocate | Thrifted & curated looks,CAT002,222288,1241,14.46,32142,https://instagram.fcdn.com/fashion_19894/profile.jpg
@gym_aay,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,474217,1908,6.84,32436,https://cdn.fitfluencer.com/profiles/fitness_19895.jpg
@data_jzpmk,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,570094,1920,4.31,24571,https://pbs.twimg.com/profile_images/tech_19896/photo.jpg
@voyage_yclaky,Digital nomad | Working from cafes in Bali & Lisbon,CAT004,128641,2522,10.96,14099,https://static.wanderlust.io/profiles/travel_19897.jpg
@chic_m1oymi,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,482209,574,13.43,64760,https://instagram.fcdn.com/fashion_19898/profile.jpg
@chic_7bai3h,Personal stylist | Helping you dress your best every day,CAT002,479409,781,12.28,58871,https://instagram.fcdn.com/fashion_19899/profile.jpg
@ai_jxyt,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,804860,235,4.61,37104,https://pbs.twimg.com/profile_images/tech_19900/photo.jpg
@cook_yl097,Healthy meal prep guru | Clean eating made easy,CAT005,168965,636,6.89,11641,https://cdn.foodieworld.com/users/food_19901/avatar.jpg
@style_l7kyv,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,210674,4622,17.86,37626,https://instagram.fcdn.com/fashion_19902/profile.jpg
@cloud_90ijom,Data scientist | ML researcher | Turning data into decisions,CAT001,500000,1119,6.15,30750,https://pbs.twimg.com/profile_images/tech_19903/photo.jpg
@style_ed4dd,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,472877,1467,9.33,44119,https://instagram.fcdn.com/fashion_19904/profile.jpg
@drift_4af5n,Solo female traveler | Safety tips & inspiring journeys,CAT004,97445,1086,14.61,14236,https://static.wanderlust.io/profiles/travel_19905.jpg
@tech_575tl,Full-stack developer | React & Node.js | Building scalable products,CAT001,2300589,1064,5.55,127682,https://pbs.twimg.com/profile_images/tech_19906/photo.jpg
@roam_u9ti,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,322739,4170,13.52,43634,https://static.wanderlust.io/profiles/travel_19907.jpg
@trend_76z5,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,1072757,1034,17.4,186659,https://instagram.fcdn.com/fashion_19908/profile.jpg
@bite_bbb,Pastry chef | Baking tutorials | Dessert lover,CAT005,87241,1335,7.75,6761,https://cdn.foodieworld.com/users/food_19909/avatar.jpg
@mode_qtm8yk,Personal stylist | Helping you dress your best every day,CAT002,285621,6932,13.43,38358,https://instagram.fcdn.com/fashion_19910/profile.jpg
@look_gxn,Sustainable fashion advocate | Thrifted & curated looks,CAT002,774547,2259,19.68,152430,https://instagram.fcdn.com/fashion_19911/profile.jpg
@style_e13q0,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,965788,2130,15.28,147572,https://instagram.fcdn.com/fashion_19912/profile.jpg
@look_g96,Sustainable fashion advocate | Thrifted & curated looks,CAT002,420376,1827,13.35,56120,https://instagram.fcdn.com/fashion_19913/profile.jpg
@chic_x8u,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,346987,759,8.82,30604,https://instagram.fcdn.com/fashion_19914/profile.jpg
@cook_h9l,Home chef & food blogger | Recipes every week | Mostly vegetarian,CAT005,72282,2602,8.98,6490,https://cdn.foodieworld.com/users/food_19915/avatar.jpg
@run_3klvr,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,295753,1249,9.21,27238,https://cdn.fitfluencer.com/profiles/fitness_19916.jpg
@mode_m548,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,756378,4108,11.5,86983,https://instagram.fcdn.com/fashion_19917/profile.jpg
@cloud_sw9r,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1460544,5427,10.58,154525,https://pbs.twimg.com/profile_images/tech_19918/photo.jpg
@voyage_x08ejy,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,223180,1424,8.98,20041,https://static.wanderlust.io/profiles/travel_19919.jpg
@ai_a8ne,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1297931,1693,7.11,92282,https://pbs.twimg.com/profile_images/tech_19920/photo.jpg
@data_5jx,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,862397,638,3.55,30615,https://pbs.twimg.com/profile_images/tech_19921/photo.jpg
@lift_r7xv9o,Yoga instructor | Mindful movement | Online classes available,CAT003,351495,1060,10.51,36942,https://cdn.fitfluencer.com/profiles/fitness_19922.jpg
@glam_gfz,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,788492,500,8.13,64104,https://instagram.fcdn.com/fashion_19923/profile.jpg
@code_03h,Software engineer | Open source contributor | Python & cloud enthusiast,CAT001,1064324,371,6.65,70777,https://pbs.twimg.com/profile_images/tech_19924/photo.jpg
@wander_bwqf3w,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,817705,1969,7.66,62636,https://static.wanderlust.io/profiles/travel_19925.jpg
@data_iga,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1212108,708,3.54,42908,https://pbs.twimg.com/profile_images/tech_19926/photo.jpg
@saas_ms8ta,Data scientist | ML researcher | Turning data into decisions,CAT001,500000,981,5.93,29650,https://pbs.twimg.com/profile_images/tech_19927/photo.jpg
@dev_web,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,2547075,1555,10.36,263876,https://pbs.twimg.com/profile_images/tech_19928/photo.jpg
@build_b70b2,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1253216,621,5.98,74942,https://pbs.twimg.com/profile_images/tech_19929/photo.jpg
@wander_5mv3,Solo female traveler | Safety tips & inspiring journeys,CAT004,494160,2436,12.92,63845,https://static.wanderlust.io/profiles/travel_19930.jpg
@saas_wm1y5n,Full-stack developer | React & Node.js | Building scalable products,CAT001,1269161,1811,10.34,131231,https://pbs.twimg.com/profile_images/tech_19931/photo.jpg
@tech_hze9,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,810330,371,10.22,82815,https://pbs.twimg.com/profile_images/tech_19932/photo.jpg
@style_9apnn,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,248594,1374,14.11,35076,https://instagram.fcdn.com/fashion_19933/profile.jpg
@build_5ya4un,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,985962,7715,6.43,63397,https://pbs.twimg.com/profile_images/tech_19934/photo.jpg
@mode_18rb3z,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,307898,1706,13.96,42982,https://instagram.fcdn.com/fashion_19935/profile.jpg
@glam_qeqtko,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,813252,1486,13.4,108975,https://instagram.fcdn.com/fashion_19936/profile.jpg
@tech_fjb0,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1773183,1789,4.76,84403,https://pbs.twimg.com/profile_images/tech_19937/photo.jpg
@data_p3fl7d,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,1022665,4846,6.09,62280,https://pbs.twimg.com/profile_images/tech_19938/photo.jpg
@explore_wq46,Solo female traveler | Safety tips & inspiring journeys,CAT004,315998,1003,8.92,28187,https://static.wanderlust.io/profiles/travel_19939.jpg
@cloud_rqqyt,Full-stack developer | React & Node.js | Building scalable products,CAT001,926086,2551,7.77,71956,https://pbs.twimg.com/profile_images/tech_19940/photo.jpg
@glam_cxbdt4,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,201091,144,16.11,32395,https://instagram.fcdn.com/fashion_19941/profile.jpg
@explore_tgnd2,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,70262,1284,16.38,11508,https://static.wanderlust.io/profiles/travel_19942.jpg
@code_cz6et,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,876442,840,9.26,81158,https://pbs.twimg.com/profile_images/tech_19943/photo.jpg
@dev_tz6vv,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,2508726,4054,7.07,177366,https://pbs.twimg.com/profile_images/tech_19944/photo.jpg
@tech_60s,Data scientist | ML researcher | Turning data into decisions,CAT001,2411444,3774,6.67,160843,https://pbs.twimg.com/profile_images/tech_19945/photo.jpg
@look_cs7a3f,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,858018,412,13.41,115060,https://instagram.fcdn.com/fashion_19946/profile.jpg
@tech_23d4ts,Product manager at a top tech unicorn | UX-driven | Growth hacking,CAT001,1083230,2356,10.71,116013,https://pbs.twimg.com/profile_images/tech_19947/photo.jpg
@look_zgij0,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,814887,1306,15.58,126959,https://instagram.fcdn.com/fashion_19948/profile.jpg
@sweat_y53,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,258479,1118,13.2,34119,https://cdn.fitfluencer.com/profiles/fitness_19949.jpg
@look_07j,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,518902,778,11.57,60036,https://instagram.fcdn.com/fashion_19950/profile.jpg
@vogue_hs9,Personal stylist | Helping you dress your best every day,CAT002,241510,8341,11.8,28498,https://instagram.fcdn.com/fashion_19951/profile.jpg
@yummy_zm94,Healthy meal prep guru | Clean eating made easy,CAT005,77056,1893,5.63,4338,https://cdn.foodieworld.com/users/food_19952/avatar.jpg
@gym_xee5t,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,362162,2530,5.41,19592,https://cdn.fitfluencer.com/profiles/fitness_19953.jpg
@data_ushbou,Full-stack developer | React & Node.js | Building scalable products,CAT001,611323,611,8.83,53979,https://pbs.twimg.com/profile_images/tech_19954/photo.jpg
@trend_8wt17x,Personal stylist | Helping you dress your best every day,CAT002,573980,2006,12.01,68934,https://instagram.fcdn.com/fashion_19955/profile.jpg
@drift_pq2dul,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,693576,3044,14.61,101331,https://static.wanderlust.io/profiles/travel_19956.jpg
@trend_ukby,Model & content creator | Haute couture to everyday glam,CAT002,812416,1876,16.3,132423,https://instagram.fcdn.com/fashion_19957/profile.jpg
@saas_m1rsk,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,4282071,547,8.72,373396,https://pbs.twimg.com/profile_images/tech_19958/photo.jpg
@explore_0r0u,Solo female traveler | Safety tips & inspiring journeys,CAT004,148619,852,15.64,23244,https://static.wanderlust.io/profiles/travel_19959.jpg
@build_6kq0m,Data scientist | ML researcher | Turning data into decisions,CAT001,1080277,4209,9.14,98737,https://pbs.twimg.com/profile_images/tech_19960/photo.jpg
@code_g2ds1,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,2178074,185,3.14,68391,https://pbs.twimg.com/profile_images/tech_19961/photo.jpg
@grind_1150g,Gym rat & powerlifter | Strength over aesthetics | PRs weekly,CAT003,105788,5681,8.57,9066,https://cdn.fitfluencer.com/profiles/fitness_19962.jpg
@mode_sqddd,Model & content creator | Haute couture to everyday glam,CAT002,594874,3750,10.62,63175,https://instagram.fcdn.com/fashion_19963/profile.jpg
@tech_mw6pbl,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,844050,1573,3.54,29879,https://pbs.twimg.com/profile_images/tech_19964/photo.jpg
@chic_mxt3f,Streetwear & sneaker culture | Drops every Tuesday,CAT002,145618,1232,15.79,22993,https://instagram.fcdn.com/fashion_19965/profile.jpg
@drift_mmxp,"Adventure seeker | Hiking, diving & camping across the globe",CAT004,231352,416,9.15,21168,https://static.wanderlust.io/profiles/travel_19966.jpg
@mode_rfoyqm,Fashion blogger | Budget-friendly outfits | Link in bio,CAT002,878061,1502,9.2,80781,https://instagram.fcdn.com/fashion_19967/profile.jpg
@cloud_o645,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,1499399,6833,11.2,167932,https://pbs.twimg.com/profile_images/tech_19968/photo.jpg
@dev_x6r,Cybersecurity expert | Ethical hacker | Keeping your data safe,CAT001,869174,745,9.67,84049,https://pbs.twimg.com/profile_images/tech_19969/photo.jpg
@globe_qy4hm,Digital nomad | Working from cafes in Bali & Lisbon,CAT004,142694,2846,16.79,23958,https://static.wanderlust.io/profiles/travel_19970.jpg
@drift_uu3jim,Digital nomad | Working from cafes in Bali & Lisbon,CAT004,292126,462,17.83,52086,https://static.wanderlust.io/profiles/travel_19971.jpg
@chef_4a7,Pastry chef | Baking tutorials | Dessert lover,CAT005,211355,4478,4.06,8581,https://cdn.foodieworld.com/users/food_19972/avatar.jpg
@gains_9r1b0,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,79756,3400,10.58,8438,https://cdn.fitfluencer.com/profiles/fitness_19973.jpg
@gym_a7m6p,Marathon runner | Endurance training tips | Race day advice,CAT003,310782,756,8.56,26602,https://cdn.fitfluencer.com/profiles/fitness_19974.jpg
@trend_irnm,Personal stylist | Helping you dress your best every day,CAT002,518477,685,13.21,68490,https://instagram.fcdn.com/fashion_19975/profile.jpg
@cloud_2q4u0,Full-stack developer | React & Node.js | Building scalable products,CAT001,2470164,594,7.57,186991,https://pbs.twimg.com/profile_images/tech_19976/photo.jpg
@cook_4wh9p9,Healthy meal prep guru | Clean eating made easy,CAT005,34742,362,9.27,3220,https://cdn.foodieworld.com/users/food_19977/avatar.jpg
@glam_lo323,Model & content creator | Haute couture to everyday glam,CAT002,880953,511,8.84,77876,https://instagram.fcdn.com/fashion_19978/profile.jpg
@globe_k3n,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,159420,825,9.72,15495,https://static.wanderlust.io/profiles/travel_19979.jpg
@chic_eraly3,Personal stylist | Helping you dress your best every day,CAT002,616860,161,16.25,100239,https://instagram.fcdn.com/fashion_19980/profile.jpg
@saas_9w0pd,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,563246,2750,9.95,56042,https://pbs.twimg.com/profile_images/tech_19981/photo.jpg
@tech_z1q,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,825167,620,10.97,90520,https://pbs.twimg.com/profile_images/tech_19982/photo.jpg
@globe_7158l,Solo female traveler | Safety tips & inspiring journeys,CAT004,312141,671,10.25,31994,https://static.wanderlust.io/profiles/travel_19983.jpg
@voyage_mhgih,Full-time traveler | 60+ countries | Budget travel hacks,CAT004,151323,231,11.08,16766,https://static.wanderlust.io/profiles/travel_19984.jpg
@build_sjen0l,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,2392237,458,9.34,223434,https://pbs.twimg.com/profile_images/tech_19985/photo.jpg
@data_qkw,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,5000000,1423,11.73,586500,https://pbs.twimg.com/profile_images/tech_19986/photo.jpg
@run_ojlc,Marathon runner | Endurance training tips | Race day advice,CAT003,484624,1937,13.65,66151,https://cdn.fitfluencer.com/profiles/fitness_19987.jpg
@gains_8nq,Certified personal trainer | Helping you crush your fitness goals,CAT003,255815,2798,14.86,38014,https://cdn.fitfluencer.com/profiles/fitness_19988.jpg
@look_7o5d5p,Personal stylist | Helping you dress your best every day,CAT002,686316,1513,14.59,100133,https://instagram.fcdn.com/fashion_19989/profile.jpg
@glam_l3vp,Personal stylist | Helping you dress your best every day,CAT002,360727,819,16.19,58401,https://instagram.fcdn.com/fashion_19990/profile.jpg
@vogue_b20uw,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,787900,2403,11.1,87456,https://instagram.fcdn.com/fashion_19991/profile.jpg
@style_4qs,Streetwear & sneaker culture | Drops every Tuesday,CAT002,301201,1468,8.21,24728,https://instagram.fcdn.com/fashion_19992/profile.jpg
@voyage_nqav,Backpacker on a budget | Hostels & local food lover,CAT004,96786,2466,9.69,9378,https://static.wanderlust.io/profiles/travel_19993.jpg
@bite_vgrqe,Healthy meal prep guru | Clean eating made easy,CAT005,102127,1294,9.31,9508,https://cdn.foodieworld.com/users/food_19994/avatar.jpg
@code_dgdln,Data scientist | ML researcher | Turning data into decisions,CAT001,1132262,755,10.3,116622,https://pbs.twimg.com/profile_images/tech_19995/photo.jpg
@trend_txb,Personal stylist | Helping you dress your best every day,CAT002,226099,2064,9.54,21569,https://instagram.fcdn.com/fashion_19996/profile.jpg
@gym_mixqm,"Wellness coach | Holistic health | Mind, body & soul",CAT003,389576,748,10.41,40554,https://cdn.fitfluencer.com/profiles/fitness_19997.jpg
@explore_h8iz,Solo female traveler | Safety tips & inspiring journeys,CAT004,238718,1740,9.11,21747,https://static.wanderlust.io/profiles/travel_19998.jpg
@lift_vna,"Wellness coach | Holistic health | Mind, body & soul",CAT003,279990,4054,10.06,28166,https://cdn.fitfluencer.com/profiles/fitness_19999.jpg
@tech_8oy,Tech entrepreneur | Investor | Building next-gen SaaS platforms,CAT001,1970369,982,10.7,210829,https://pbs.twimg.com/profile_images/tech_20000/photo.jpg
@chef_fn0y26,Healthy meal prep guru | Clean eating made easy,CAT005,67218,2128,7.16,4812,https://cdn.foodieworld.com/users/food_20001/avatar.jpg
@wander_ezfkx,Luxury travel blogger | Hidden gems & 5-star experiences,CAT004,40000,3836,14.1,5640,https://static.wanderlust.io/profiles/travel_20002.jpg
@style_6j0skz,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,783165,5510,16.25,127264,https://instagram.fcdn.com/fashion_20003/profile.jpg
@glam_vtn,Model & content creator | Haute couture to everyday glam,CAT002,310700,525,13.96,43373,https://instagram.fcdn.com/fashion_20004/profile.jpg
@mode_iba2,"Luxury lifestyle & fashion | Paris, Milan, NYC | DMs open for collabs",CAT002,259113,2397,13.24,34306,https://instagram.fcdn.com/fashion_20005/profile.jpg
@dev_j1mhte,CTO & co-founder | Helping teams ship faster | DevOps & automation geek,CAT001,2380129,2696,10.07,239678,https://pbs.twimg.com/profile_images/tech_20006/photo.jpg
@vogue_bx2,Model & content creator | Haute couture to everyday glam,CAT002,222353,1482,9.43,20967,https://instagram.fcdn.com/fashion_20007/profile.jpg
@chic_1zqcx,Personal stylist | Helping you dress your best every day,CAT002,328928,897,15.72,51707,https://instagram.fcdn.com/fashion_20008/profile.jpg
@grind_4f4v2i,"Wellness coach | Holistic health | Mind, body & soul",CAT003,390624,672,6.3,24609,https://cdn.fitfluencer.com/profiles/fitness_20009.jpg
@explore_xvw,Solo female traveler | Safety tips & inspiring journeys,CAT004,253006,925,15.64,39570,https://static.wanderlust.io/profiles/travel_20010.jpg
@code_lkg3,Building the future with AI and machine learning | SaaS founder | Startup advisor,CAT001,2436123,954,6.98,170041,https://pbs.twimg.com/profile_images/tech_20011/photo.jpg
@grind_o6ebl6,"Wellness coach | Holistic health | Mind, body & soul",CAT003,123227,618,9.87,12162,https://cdn.fitfluencer.com/profiles/fitness_20012.jpg
@gym_m138ad,CrossFit athlete | Nutrition coach | Weekly workout plans,CAT003,637099,1065,11.78,75050,https://cdn.fitfluencer.com/profiles/fitness_20013.jpg
@glam_c76h96,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,536472,1122,16.9,90663,https://instagram.fcdn.com/fashion_20014/profile.jpg
@drift_eu6y,Solo female traveler | Safety tips & inspiring journeys,CAT004,155454,480,15.55,24173,https://static.wanderlust.io/profiles/travel_20015.jpg
@style_bvv,Fashion influencer | Styling tips & OOTDs daily | Brand collabs open,CAT002,354053,1688,19.24,68119,https://instagram.fcdn.com/fashion_20016/profile.jpg
@voyage_qo683,Backpacker on a budget | Hostels & local food lover,CAT004,68809,2071,12.5,8601,https://static.wanderlust.io/profiles/travel_20017.jpg
